,date,v,vw,o,c,h,l,n,prev_close,returns,outlier_id,day type,day
2982,2011-02-10 15:00:00,13608.0,0.9676,0.96583,0.96667,0.96981,0.96583,13608.0,0.96579,0.0009111711655742882,19,prior day,Thursday
2983,2011-02-10 16:00:00,8372.0,0.9666,0.96667,0.96589,0.96832,0.96552,8372.0,0.96667,-0.0008068937693318329,19,prior day,Thursday
2984,2011-02-10 17:00:00,4421.0,0.9671,0.96593,0.9682,0.96824,0.96575,4421.0,0.96589,0.002391576680574313,19,prior day,Thursday
2985,2011-02-10 18:00:00,4827.0,0.9677,0.9682,0.96825,0.9686,0.9664,4827.0,0.9682,5.164222268137318e-05,19,prior day,Thursday
2986,2011-02-10 19:00:00,5291.0,0.9693,0.96825,0.96954,0.97003,0.96783,5291.0,0.96825,0.001332300542215236,19,prior day,Thursday
2987,2011-02-10 20:00:00,3440.0,0.9697,0.96954,0.96963,0.9702,0.96926,3440.0,0.96954,9.282752645588062e-05,19,prior day,Thursday
2988,2011-02-10 21:00:00,1522.0,0.9693,0.96965,0.96854,0.96978,0.96854,1522.0,0.96963,-0.0011241401359281741,19,prior day,Thursday
2989,2011-02-10 22:00:00,1646.0,0.969,0.96853,0.96915,0.9695,0.96853,1646.0,0.96854,0.0006298139467652337,19,prior day,Thursday
2990,2011-02-10 23:00:00,2194.0,0.9689,0.96915,0.96873,0.96922,0.96849,2194.0,0.96915,-0.0004333694474539297,19,prior day,Thursday
2991,2011-02-11 00:00:00,3266.0,0.9685,0.96871,0.96793,0.96923,0.96773,3266.0,0.96873,-0.0008258235008722997,19,prior day,Friday
2992,2011-02-11 01:00:00,5244.0,0.9686,0.96794,0.969,0.96963,0.96777,5244.0,0.96793,0.0011054518405256737,19,prior day,Friday
2993,2011-02-11 02:00:00,3201.0,0.9688,0.969,0.96843,0.9696,0.96799,3201.0,0.969,-0.0005882352941176052,19,prior day,Friday
2994,2011-02-11 03:00:00,1428.0,0.9685,0.96843,0.96867,0.96881,0.96832,1428.0,0.96843,0.00024782379728015237,19,prior day,Friday
2995,2011-02-11 04:00:00,1387.0,0.9687,0.96862,0.96835,0.96945,0.96817,1387.0,0.96867,-0.0003303498611498105,19,prior day,Friday
2996,2011-02-11 05:00:00,2597.0,0.9687,0.96838,0.9693,0.96948,0.96822,2597.0,0.96835,0.0009810502400991444,19,prior day,Friday
2997,2011-02-11 06:00:00,3395.0,0.9689,0.9693,0.96912,0.96948,0.96833,3395.0,0.9693,-0.00018570102135568862,19,prior day,Friday
2998,2011-02-11 07:00:00,6261.0,0.97,0.96911,0.97019,0.97154,0.96863,6261.0,0.96912,0.0011040944361895486,19,prior day,Friday
2999,2011-02-11 08:00:00,6476.0,0.9707,0.97017,0.9708,0.9717,0.96982,6476.0,0.97019,0.0006287428235706402,19,prior day,Friday
3000,2011-02-11 09:00:00,6149.0,0.9707,0.97082,0.97105,0.9714,0.97007,6149.0,0.9708,0.0002575195714874047,19,prior day,Friday
3001,2011-02-11 10:00:00,5783.0,0.9721,0.97107,0.97358,0.97397,0.97104,5783.0,0.97105,0.0026054271149786646,19,prior day,Friday
3002,2011-02-11 11:00:00,5228.0,0.9734,0.97358,0.97384,0.97412,0.97294,5228.0,0.97358,0.0002670556091949691,19,prior day,Friday
3003,2011-02-11 12:00:00,5854.0,0.974,0.97384,0.97415,0.97481,0.97297,5854.0,0.97384,0.0003183274459869398,19,prior day,Friday
3004,2011-02-11 13:00:00,7446.0,0.9725,0.97415,0.9728,0.97415,0.97125,7446.0,0.97415,-0.0013858235384693962,19,prior day,Friday
3005,2011-02-11 14:00:00,7775.0,0.973,0.9728,0.97255,0.97426,0.97161,7775.0,0.9728,-0.00025699013157891906,19,prior day,Friday
3006,2011-02-11 15:00:00,7884.0,0.972,0.97267,0.97187,0.97327,0.97025,7884.0,0.97255,-0.0006991928435556155,19,prior day,Friday
3007,2011-02-11 16:00:00,9928.0,0.9737,0.97187,0.97554,0.97634,0.9715,9928.0,0.97187,0.0037762252153065237,19,prior day,Friday
3008,2011-02-11 17:00:00,4593.0,0.9762,0.97554,0.97499,0.9774,0.97467,4593.0,0.97554,-0.000563790311007175,19,prior day,Friday
3009,2011-02-11 18:00:00,2693.0,0.9744,0.97499,0.97308,0.97529,0.97293,2693.0,0.97499,-0.001958994451225221,19,prior day,Friday
3010,2011-02-11 19:00:00,2579.0,0.9729,0.97307,0.97373,0.97382,0.972,2579.0,0.97308,0.0006679820775270681,19,prior day,Friday
3011,2011-02-11 20:00:00,1870.0,0.9728,0.97373,0.97308,0.97375,0.97212,1870.0,0.97373,-0.0006675361753258495,19,prior day,Friday
3012,2011-02-11 21:00:00,15.0,0.9731,0.9731,0.97318,0.97318,0.97303,15.0,0.97308,0.00010276647346579933,19,prior day,Friday
3013,2011-02-11 22:00:00,,,,,,,,,,19,prior day,Friday
3014,2011-02-11 23:00:00,,,,,,,,,,19,prior day,Friday
3015,2011-02-14 00:00:00,2529.0,0.9736,0.9737,0.97328,0.97427,0.97279,2529.0,0.97371,-0.0004416099249262413,19,outlier day,Monday
3016,2011-02-14 01:00:00,1410.0,0.973,0.97326,0.97247,0.97332,0.97223,1410.0,0.97328,-0.0008322373828703851,19,outlier day,Monday
3017,2011-02-14 02:00:00,1834.0,0.972,0.97247,0.97162,0.97257,0.97155,1834.0,0.97247,-0.000874062953098714,19,outlier day,Monday
3018,2011-02-14 03:00:00,1788.0,0.9714,0.97164,0.97197,0.97213,0.97094,1788.0,0.97162,0.0003602231325003205,19,outlier day,Monday
3019,2011-02-14 04:00:00,1533.0,0.9721,0.97194,0.97219,0.97248,0.9716,1533.0,0.97197,0.0002263444344990051,19,outlier day,Monday
3020,2011-02-14 05:00:00,1485.0,0.9721,0.97217,0.97194,0.97255,0.97173,1485.0,0.97219,-0.0002571513798742761,19,outlier day,Monday
3021,2011-02-14 06:00:00,2340.0,0.9729,0.97196,0.97299,0.97331,0.97194,2340.0,0.97194,0.0010803135996049092,19,outlier day,Monday
3022,2011-02-14 07:00:00,5680.0,0.9734,0.97299,0.97309,0.97427,0.97271,5680.0,0.97299,0.00010277597919813049,19,outlier day,Monday
3023,2011-02-14 08:00:00,10368.0,0.973,0.97307,0.9728,0.97435,0.97165,10368.0,0.97309,-0.0002980197104070666,19,outlier day,Monday
3024,2011-02-14 09:00:00,5237.0,0.9723,0.9728,0.97257,0.97302,0.97125,5237.0,0.9728,-0.0002364309210525827,19,outlier day,Monday
3025,2011-02-14 10:00:00,6000.0,0.973,0.97258,0.97322,0.97357,0.97224,6000.0,0.97257,0.0006683323565398156,19,outlier day,Monday
3026,2011-02-14 11:00:00,5000.0,0.9725,0.97322,0.97179,0.97339,0.97165,5000.0,0.97322,-0.001469349170793789,19,outlier day,Monday
3027,2011-02-14 12:00:00,7104.0,0.9725,0.97179,0.97291,0.97378,0.97116,7104.0,0.97179,0.0011525123740725978,19,outlier day,Monday
3028,2011-02-14 13:00:00,6619.0,0.9728,0.97291,0.97156,0.97382,0.9715,6619.0,0.97291,-0.0013875898078959752,19,outlier day,Monday
3029,2011-02-14 14:00:00,8587.0,0.9709,0.97158,0.97059,0.97215,0.96937,8587.0,0.97156,-0.0009983943348841312,19,outlier day,Monday
3030,2011-02-14 15:00:00,8917.0,0.9701,0.97059,0.97037,0.97108,0.96906,8917.0,0.97059,-0.00022666625454620179,19,outlier day,Monday
3031,2011-02-14 16:00:00,6454.0,0.9707,0.97037,0.9707,0.97138,0.96988,6454.0,0.97037,0.0003400764656780944,19,outlier day,Monday
3032,2011-02-14 17:00:00,3545.0,0.9704,0.9707,0.9698,0.97123,0.9697,3545.0,0.9707,-0.0009271659627073369,19,outlier day,Monday
3033,2011-02-14 18:00:00,3168.0,0.9701,0.9698,0.97007,0.97108,0.96931,3168.0,0.9698,0.00027840791915858165,19,outlier day,Monday
3034,2011-02-14 19:00:00,2649.0,0.9699,0.97008,0.97023,0.97049,0.96926,2649.0,0.97007,0.00016493655097059903,19,outlier day,Monday
3035,2011-02-14 20:00:00,2066.0,0.97,0.97023,0.96971,0.97033,0.96963,2066.0,0.97023,-0.000535955392020527,19,outlier day,Monday
3036,2011-02-14 21:00:00,1542.0,0.9699,0.96971,0.96952,0.97024,0.96944,1542.0,0.96971,-0.00019593486712513275,19,outlier day,Monday
3037,2011-02-14 22:00:00,956.0,0.9699,0.96952,0.96984,0.97029,0.96946,956.0,0.96952,0.00033006023599305525,19,outlier day,Monday
3038,2011-02-14 23:00:00,1135.0,0.9704,0.96984,0.97072,0.97078,0.96983,1135.0,0.96984,0.0009073661634908767,19,outlier day,Monday
3039,2011-02-15 00:00:00,3110.0,0.9702,0.97071,0.9695,0.97087,0.96945,3110.0,0.97072,-0.0012567990769737913,19,post day,Tuesday
3040,2011-02-15 01:00:00,3310.0,0.9689,0.9695,0.96884,0.96978,0.96792,3310.0,0.9695,-0.000680763280041252,19,post day,Tuesday
3041,2011-02-15 02:00:00,2431.0,0.9688,0.96885,0.96898,0.96915,0.96835,2431.0,0.96884,0.00014450270426480941,19,post day,Tuesday
3042,2011-02-15 03:00:00,1963.0,0.9687,0.96898,0.96861,0.96902,0.9683,1963.0,0.96898,-0.00038184482651858805,19,post day,Tuesday
3043,2011-02-15 04:00:00,1436.0,0.9691,0.96864,0.96931,0.96944,0.96862,1436.0,0.96861,0.0007226850848122918,19,post day,Tuesday
3044,2011-02-15 05:00:00,2279.0,0.9688,0.96931,0.96827,0.96931,0.96805,2279.0,0.96931,-0.0010729281653960455,19,post day,Tuesday
3045,2011-02-15 06:00:00,3143.0,0.9691,0.96827,0.9702,0.97036,0.96819,3143.0,0.96827,0.001993245685604209,19,post day,Tuesday
3046,2011-02-15 07:00:00,6943.0,0.9704,0.97023,0.97146,0.97189,0.96926,6943.0,0.9702,0.0012987012987013388,19,post day,Tuesday
3047,2011-02-15 08:00:00,8045.0,0.9708,0.97146,0.96904,0.97285,0.96865,8045.0,0.97146,-0.002491095876309861,19,post day,Tuesday
3048,2011-02-15 09:00:00,8818.0,0.9689,0.96904,0.96938,0.96963,0.96824,8818.0,0.96904,0.0003508627094856837,19,post day,Tuesday
3049,2011-02-15 10:00:00,7675.0,0.9692,0.96938,0.96927,0.97026,0.96841,7675.0,0.96938,-0.00011347459200731859,19,post day,Tuesday
3050,2011-02-15 11:00:00,5947.0,0.9694,0.96927,0.96914,0.97,0.96877,5947.0,0.96927,-0.00013412155539732322,19,post day,Tuesday
3051,2011-02-15 12:00:00,6860.0,0.97,0.96913,0.97158,0.9716,0.96894,6860.0,0.96914,0.002517696101698411,19,post day,Tuesday
3052,2011-02-15 13:00:00,9614.0,0.9707,0.97156,0.96987,0.9727,0.9684,9614.0,0.97158,-0.0017600197616253826,19,post day,Tuesday
3053,2011-02-15 14:00:00,7836.0,0.9704,0.9699,0.97078,0.9713,0.96919,7836.0,0.96987,0.0009382700774330234,19,post day,Tuesday
3054,2011-02-15 15:00:00,11290.0,0.9691,0.97078,0.96737,0.97166,0.9648,11290.0,0.97078,-0.0035126393209584297,19,post day,Tuesday
3055,2011-02-15 16:00:00,5936.0,0.968,0.96736,0.96766,0.96928,0.96704,5936.0,0.96737,0.00029978188283698325,19,post day,Tuesday
3056,2011-02-15 17:00:00,5688.0,0.9666,0.96769,0.96525,0.96811,0.96504,5688.0,0.96766,-0.0024905441994087928,19,post day,Tuesday
3057,2011-02-15 18:00:00,3193.0,0.9659,0.96525,0.96593,0.96634,0.96522,3193.0,0.96525,0.0007044807044806039,19,post day,Tuesday
3058,2011-02-15 19:00:00,3619.0,0.9665,0.96593,0.9666,0.96738,0.96568,3619.0,0.96593,0.0006936320437299385,19,post day,Tuesday
3059,2011-02-15 20:00:00,2562.0,0.9669,0.96661,0.96706,0.96731,0.96633,2562.0,0.9666,0.00047589488930272703,19,post day,Tuesday
3060,2011-02-15 21:00:00,1185.0,0.967,0.96708,0.96661,0.9673,0.9665,1185.0,0.96706,-0.00046532790106101115,19,post day,Tuesday
3061,2011-02-15 22:00:00,892.0,0.9668,0.96661,0.96685,0.9673,0.96615,892.0,0.96661,0.00024829041702446484,19,post day,Tuesday
3062,2011-02-15 23:00:00,1081.0,0.9664,0.96685,0.96613,0.96691,0.96596,1081.0,0.96685,-0.0007446863525882432,19,post day,Tuesday
3063,2011-02-16 00:00:00,1726.0,0.9661,0.96613,0.96627,0.96649,0.9656,1726.0,0.96613,0.00014490803515046418,19,post day,Wednesday
3064,2011-02-16 01:00:00,1917.0,0.9661,0.96628,0.96611,0.96636,0.9657,1917.0,0.96627,-0.000165585188404833,19,post day,Wednesday
3065,2011-02-16 02:00:00,2252.0,0.9658,0.96611,0.96557,0.96613,0.96551,2252.0,0.96611,-0.0005589425634761931,19,post day,Wednesday
3066,2011-02-16 03:00:00,2152.0,0.9647,0.96557,0.96459,0.96567,0.96408,2152.0,0.96557,-0.001014944540530559,19,post day,Wednesday
3067,2011-02-16 04:00:00,1318.0,0.9646,0.96459,0.9646,0.96473,0.96421,1318.0,0.96459,1.0367098974761828e-05,19,post day,Wednesday
3068,2011-02-16 05:00:00,3609.0,0.9639,0.96462,0.96278,0.96532,0.9619,3609.0,0.9646,-0.001886792452830234,19,post day,Wednesday
3069,2011-02-16 06:00:00,4851.0,0.9627,0.96276,0.96262,0.96331,0.96192,4851.0,0.96278,-0.00016618542138384468,19,post day,Wednesday
3070,2011-02-16 07:00:00,7399.0,0.9631,0.96262,0.96274,0.9638,0.96226,7399.0,0.96262,0.00012465978267645487,19,post day,Wednesday
3071,2011-02-16 08:00:00,6922.0,0.9627,0.96274,0.96228,0.96339,0.96191,6922.0,0.96274,-0.00047780293744937983,19,post day,Wednesday
3072,2011-02-16 09:00:00,6142.0,0.962,0.96228,0.96201,0.96259,0.96154,6142.0,0.96228,-0.0002805836139169394,19,post day,Wednesday
3073,2011-02-16 10:00:00,9837.0,0.9653,0.962,0.96666,0.97041,0.96184,9837.0,0.96201,0.00483362958804995,19,post day,Wednesday
3074,2011-02-16 11:00:00,7439.0,0.9672,0.96664,0.96696,0.96801,0.96624,7439.0,0.96666,0.0003103469679102042,19,post day,Wednesday
3075,2011-02-16 12:00:00,5251.0,0.9675,0.96699,0.96735,0.96809,0.96685,5251.0,0.96696,0.0004033258873169536,19,post day,Wednesday
3076,2011-02-16 13:00:00,10658.0,0.9707,0.96738,0.973,0.97382,0.96726,10658.0,0.96735,0.005840698816353887,19,post day,Wednesday
3077,2011-02-16 14:00:00,8111.0,0.9715,0.97296,0.97097,0.97312,0.97,8111.0,0.973,-0.0020863309352517744,19,post day,Wednesday
3078,2011-02-16 15:00:00,9514.0,0.9692,0.97095,0.96795,0.97102,0.96746,9514.0,0.97097,-0.003110291770085608,19,post day,Wednesday
3079,2011-02-16 16:00:00,14538.0,0.9642,0.96794,0.96157,0.96914,0.96046,14538.0,0.96795,-0.006591249548013783,19,post day,Wednesday
3080,2011-02-16 17:00:00,8906.0,0.9596,0.96154,0.96242,0.96254,0.95737,8906.0,0.96157,0.0008839710057510294,19,post day,Wednesday
3081,2011-02-16 18:00:00,3716.0,0.9614,0.96247,0.96078,0.96303,0.96017,3716.0,0.96242,-0.0017040377382017058,19,post day,Wednesday
3082,2011-02-16 19:00:00,7741.0,0.9596,0.96078,0.95847,0.96288,0.95524,7741.0,0.96078,-0.0024042965090862877,19,post day,Wednesday
3083,2011-02-16 20:00:00,3420.0,0.9593,0.95846,0.95928,0.95977,0.95843,3420.0,0.95847,0.0008450968731415458,19,post day,Wednesday
3084,2011-02-16 21:00:00,1581.0,0.9592,0.95928,0.95901,0.95969,0.95878,1581.0,0.95928,-0.0002814610958218585,19,post day,Wednesday
3085,2011-02-16 22:00:00,1195.0,0.9592,0.95902,0.95959,0.95977,0.95836,1195.0,0.95901,0.0006047903567220623,19,post day,Wednesday
3086,2011-02-16 23:00:00,2665.0,0.9593,0.95959,0.95909,0.95961,0.95898,2665.0,0.95959,-0.0005210558676101834,19,post day,Wednesday
3087,2011-02-17 00:00:00,2224.0,0.9592,0.9591,0.95915,0.9594,0.95891,2224.0,0.95909,6.25593010040236e-05,19,post day,Thursday
3088,2011-02-17 01:00:00,3465.0,0.9585,0.95915,0.95778,0.95953,0.9573,3465.0,0.95915,-0.0014283480164729004,19,post day,Thursday
3089,2011-02-17 02:00:00,2350.0,0.9578,0.95778,0.9582,0.95828,0.95711,2350.0,0.95778,0.0004385140637725647,19,post day,Thursday
3090,2011-02-17 03:00:00,1627.0,0.9585,0.95821,0.95851,0.95879,0.9582,1627.0,0.9582,0.0003235232728030906,19,post day,Thursday
3091,2011-02-17 04:00:00,1022.0,0.9588,0.95852,0.95886,0.95908,0.95843,1022.0,0.95851,0.00036515007668159175,19,post day,Thursday
3092,2011-02-17 05:00:00,2091.0,0.9591,0.95886,0.95849,0.95961,0.95842,2091.0,0.95886,-0.000385874893102322,19,post day,Thursday
3093,2011-02-17 06:00:00,2687.0,0.9591,0.95849,0.95988,0.95991,0.95819,2687.0,0.95849,0.0014501977068096718,19,post day,Thursday
3094,2011-02-17 07:00:00,5476.0,0.9588,0.95991,0.9571,0.9601,0.95597,5476.0,0.95988,-0.0028961953577530575,19,post day,Thursday
3095,2011-02-17 08:00:00,10862.0,0.9572,0.9571,0.95797,0.95879,0.9554,10862.0,0.9571,0.0009089959251907193,19,post day,Thursday
3096,2011-02-17 09:00:00,9330.0,0.9566,0.95797,0.95628,0.95798,0.95536,9330.0,0.95797,-0.001764147102727611,19,post day,Thursday
3097,2011-02-17 10:00:00,6237.0,0.9563,0.95626,0.95654,0.95713,0.95565,6237.0,0.95628,0.0002718868950515821,19,post day,Thursday
3098,2011-02-17 11:00:00,4402.0,0.9571,0.95655,0.95722,0.95784,0.95648,4402.0,0.95654,0.000710895519267374,19,post day,Thursday
3099,2011-02-17 12:00:00,4528.0,0.9564,0.95723,0.95508,0.9574,0.95503,4528.0,0.95722,-0.0022356407095546686,19,post day,Thursday
3100,2011-02-17 13:00:00,13023.0,0.9541,0.95516,0.95224,0.95823,0.95105,13023.0,0.95508,-0.002973572894417289,19,post day,Thursday
3101,2011-02-17 14:00:00,10810.0,0.9518,0.95224,0.95052,0.95382,0.9495,10810.0,0.95224,-0.0018062673275644205,19,post day,Thursday
3102,2011-02-17 15:00:00,13481.0,0.9501,0.95056,0.95115,0.95335,0.94766,13481.0,0.95052,0.0006627951016286027,19,post day,Thursday
3103,2011-02-17 16:00:00,9441.0,0.9508,0.95118,0.95079,0.95248,0.94927,9441.0,0.95115,-0.0003784891972875224,19,post day,Thursday
3104,2011-02-17 17:00:00,5435.0,0.9508,0.9508,0.95079,0.9515,0.94994,5435.0,0.95079,0.0,19,post day,Thursday
3105,2011-02-17 18:00:00,4291.0,0.9509,0.95079,0.95158,0.95179,0.94994,4291.0,0.95079,0.0008308879984012846,19,post day,Thursday
3106,2011-02-17 19:00:00,3697.0,0.9506,0.95158,0.94915,0.95162,0.94913,3697.0,0.95158,-0.0025536476176463694,19,post day,Thursday
3107,2011-02-17 20:00:00,2426.0,0.9496,0.94914,0.94922,0.94992,0.94909,2426.0,0.94915,7.37501975450703e-05,19,post day,Thursday
3108,2011-02-17 21:00:00,1781.0,0.9496,0.94922,0.94924,0.94992,0.94916,1781.0,0.94922,2.1069931101346372e-05,19,post day,Thursday
3109,2011-02-17 22:00:00,1187.0,0.9497,0.94926,0.94956,0.95016,0.94921,1187.0,0.94924,0.00033711179469890333,19,post day,Thursday
3110,2011-02-17 23:00:00,1608.0,0.9492,0.94956,0.94939,0.94962,0.94881,1608.0,0.94956,-0.00017903028771220722,19,post day,Thursday
3111,2011-02-18 00:00:00,2664.0,0.95,0.9494,0.94981,0.95033,0.94937,2664.0,0.94939,0.00044238932367108034,19,post day,Friday
3112,2011-02-10 00:00:00,2846.0,0.9584,0.95823,0.95888,0.95896,0.95793,2846.0,,,20,prior day,Thursday
3113,2011-02-10 01:00:00,2211.0,0.959,0.95889,0.95925,0.95975,0.95829,2211.0,0.95888,0.0003858668446521906,20,prior day,Thursday
3114,2011-02-10 02:00:00,1859.0,0.9596,0.95925,0.95984,0.96017,0.95921,1859.0,0.95925,0.0006150638519676616,20,prior day,Thursday
3115,2011-02-10 03:00:00,2108.0,0.9595,0.95981,0.95948,0.9599,0.95922,2108.0,0.95984,-0.00037506251041843116,20,prior day,Thursday
3116,2011-02-10 04:00:00,1015.0,0.9593,0.9594,0.95911,0.9595,0.95903,1015.0,0.95948,-0.0003856255471713652,20,prior day,Thursday
3117,2011-02-10 05:00:00,2535.0,0.9593,0.95914,0.95932,0.95958,0.95909,2535.0,0.95911,0.00021895298766557794,20,prior day,Thursday
3118,2011-02-10 06:00:00,2870.0,0.9599,0.95932,0.96063,0.96086,0.95923,2870.0,0.95932,0.001365550598340526,20,prior day,Thursday
3119,2011-02-10 07:00:00,4860.0,0.9607,0.96063,0.96018,0.9613,0.96018,4860.0,0.96063,-0.00046844258455383493,20,prior day,Thursday
3120,2011-02-10 08:00:00,9895.0,0.9633,0.96018,0.96295,0.96475,0.96012,9895.0,0.96018,0.0028848757524630162,20,prior day,Thursday
3121,2011-02-10 09:00:00,8960.0,0.9623,0.96295,0.96159,0.96343,0.96072,8960.0,0.96295,-0.0014123267043979729,20,prior day,Thursday
3122,2011-02-10 10:00:00,5777.0,0.962,0.96159,0.9628,0.96293,0.96134,5777.0,0.96159,0.0012583325533751853,20,prior day,Thursday
3123,2011-02-10 11:00:00,4618.0,0.963,0.96281,0.96295,0.96348,0.96248,4618.0,0.9628,0.00015579559617779755,20,prior day,Thursday
3124,2011-02-10 12:00:00,6132.0,0.9628,0.96295,0.96205,0.96364,0.96144,6132.0,0.96295,-0.0009346279661457105,20,prior day,Thursday
3125,2011-02-10 13:00:00,12511.0,0.9646,0.9621,0.96536,0.96739,0.96205,12511.0,0.96205,0.0034405696169638117,20,prior day,Thursday
3126,2011-02-10 14:00:00,8404.0,0.9652,0.96536,0.96579,0.96602,0.96444,8404.0,0.96536,0.0004454296842629086,20,prior day,Thursday
3127,2011-02-10 15:00:00,13608.0,0.9676,0.96583,0.96667,0.96981,0.96583,13608.0,0.96579,0.0009111711655742882,20,prior day,Thursday
3128,2011-02-10 16:00:00,8372.0,0.9666,0.96667,0.96589,0.96832,0.96552,8372.0,0.96667,-0.0008068937693318329,20,prior day,Thursday
3129,2011-02-10 17:00:00,4421.0,0.9671,0.96593,0.9682,0.96824,0.96575,4421.0,0.96589,0.002391576680574313,20,prior day,Thursday
3130,2011-02-10 18:00:00,4827.0,0.9677,0.9682,0.96825,0.9686,0.9664,4827.0,0.9682,5.164222268137318e-05,20,prior day,Thursday
3131,2011-02-10 19:00:00,5291.0,0.9693,0.96825,0.96954,0.97003,0.96783,5291.0,0.96825,0.001332300542215236,20,prior day,Thursday
3132,2011-02-10 20:00:00,3440.0,0.9697,0.96954,0.96963,0.9702,0.96926,3440.0,0.96954,9.282752645588062e-05,20,prior day,Thursday
3133,2011-02-10 21:00:00,1522.0,0.9693,0.96965,0.96854,0.96978,0.96854,1522.0,0.96963,-0.0011241401359281741,20,prior day,Thursday
3134,2011-02-10 22:00:00,1646.0,0.969,0.96853,0.96915,0.9695,0.96853,1646.0,0.96854,0.0006298139467652337,20,prior day,Thursday
3135,2011-02-10 23:00:00,2194.0,0.9689,0.96915,0.96873,0.96922,0.96849,2194.0,0.96915,-0.0004333694474539297,20,prior day,Thursday
3136,2011-02-11 00:00:00,3266.0,0.9685,0.96871,0.96793,0.96923,0.96773,3266.0,0.96873,-0.0008258235008722997,20,prior day,Friday
3137,2011-02-11 01:00:00,5244.0,0.9686,0.96794,0.969,0.96963,0.96777,5244.0,0.96793,0.0011054518405256737,20,prior day,Friday
3138,2011-02-11 02:00:00,3201.0,0.9688,0.969,0.96843,0.9696,0.96799,3201.0,0.969,-0.0005882352941176052,20,prior day,Friday
3139,2011-02-11 03:00:00,1428.0,0.9685,0.96843,0.96867,0.96881,0.96832,1428.0,0.96843,0.00024782379728015237,20,prior day,Friday
3140,2011-02-11 04:00:00,1387.0,0.9687,0.96862,0.96835,0.96945,0.96817,1387.0,0.96867,-0.0003303498611498105,20,prior day,Friday
3141,2011-02-11 05:00:00,2597.0,0.9687,0.96838,0.9693,0.96948,0.96822,2597.0,0.96835,0.0009810502400991444,20,prior day,Friday
3142,2011-02-11 06:00:00,3395.0,0.9689,0.9693,0.96912,0.96948,0.96833,3395.0,0.9693,-0.00018570102135568862,20,prior day,Friday
3143,2011-02-11 07:00:00,6261.0,0.97,0.96911,0.97019,0.97154,0.96863,6261.0,0.96912,0.0011040944361895486,20,prior day,Friday
3144,2011-02-11 08:00:00,6476.0,0.9707,0.97017,0.9708,0.9717,0.96982,6476.0,0.97019,0.0006287428235706402,20,prior day,Friday
3145,2011-02-11 09:00:00,6149.0,0.9707,0.97082,0.97105,0.9714,0.97007,6149.0,0.9708,0.0002575195714874047,20,prior day,Friday
3146,2011-02-11 10:00:00,5783.0,0.9721,0.97107,0.97358,0.97397,0.97104,5783.0,0.97105,0.0026054271149786646,20,prior day,Friday
3147,2011-02-11 11:00:00,5228.0,0.9734,0.97358,0.97384,0.97412,0.97294,5228.0,0.97358,0.0002670556091949691,20,prior day,Friday
3148,2011-02-11 12:00:00,5854.0,0.974,0.97384,0.97415,0.97481,0.97297,5854.0,0.97384,0.0003183274459869398,20,prior day,Friday
3149,2011-02-11 13:00:00,7446.0,0.9725,0.97415,0.9728,0.97415,0.97125,7446.0,0.97415,-0.0013858235384693962,20,prior day,Friday
3150,2011-02-11 14:00:00,7775.0,0.973,0.9728,0.97255,0.97426,0.97161,7775.0,0.9728,-0.00025699013157891906,20,prior day,Friday
3151,2011-02-11 15:00:00,7884.0,0.972,0.97267,0.97187,0.97327,0.97025,7884.0,0.97255,-0.0006991928435556155,20,prior day,Friday
3152,2011-02-11 16:00:00,9928.0,0.9737,0.97187,0.97554,0.97634,0.9715,9928.0,0.97187,0.0037762252153065237,20,prior day,Friday
3153,2011-02-11 17:00:00,4593.0,0.9762,0.97554,0.97499,0.9774,0.97467,4593.0,0.97554,-0.000563790311007175,20,prior day,Friday
3154,2011-02-11 18:00:00,2693.0,0.9744,0.97499,0.97308,0.97529,0.97293,2693.0,0.97499,-0.001958994451225221,20,prior day,Friday
3155,2011-02-11 19:00:00,2579.0,0.9729,0.97307,0.97373,0.97382,0.972,2579.0,0.97308,0.0006679820775270681,20,prior day,Friday
3156,2011-02-11 20:00:00,1870.0,0.9728,0.97373,0.97308,0.97375,0.97212,1870.0,0.97373,-0.0006675361753258495,20,prior day,Friday
3157,2011-02-11 21:00:00,15.0,0.9731,0.9731,0.97318,0.97318,0.97303,15.0,0.97308,0.00010276647346579933,20,prior day,Friday
3158,2011-02-11 22:00:00,,,,,,,,,,20,prior day,Friday
3159,2011-02-11 23:00:00,,,,,,,,,,20,prior day,Friday
3160,2011-02-14 00:00:00,2529.0,0.9736,0.9737,0.97328,0.97427,0.97279,2529.0,0.97371,-0.0004416099249262413,20,prior day,Monday
3161,2011-02-14 01:00:00,1410.0,0.973,0.97326,0.97247,0.97332,0.97223,1410.0,0.97328,-0.0008322373828703851,20,prior day,Monday
3162,2011-02-14 02:00:00,1834.0,0.972,0.97247,0.97162,0.97257,0.97155,1834.0,0.97247,-0.000874062953098714,20,prior day,Monday
3163,2011-02-14 03:00:00,1788.0,0.9714,0.97164,0.97197,0.97213,0.97094,1788.0,0.97162,0.0003602231325003205,20,prior day,Monday
3164,2011-02-14 04:00:00,1533.0,0.9721,0.97194,0.97219,0.97248,0.9716,1533.0,0.97197,0.0002263444344990051,20,prior day,Monday
3165,2011-02-14 05:00:00,1485.0,0.9721,0.97217,0.97194,0.97255,0.97173,1485.0,0.97219,-0.0002571513798742761,20,prior day,Monday
